THEME:INTRO|Intro
TXT_TALK_HOST_ABORTED|Сервер игры сообщает о наличии проблем со связью у игроков \n
GUI:HOSTMAPTRANSFER|%s не имеет неофициальной карты %s. Она будет отправлена в начале игры.
GUI:JOINERMAPTRANSFER|У вас нет неофициальной карты %s. Она будет отправлена в начале игры.
TXT_DISCON_ABORT|You have disconnected too many times from a tournament game. This game will count as a loss.
TXT_DETECTING_FIREWALL_SETTINGS|Проверка настроек сетевого экрана(firewall)
GUI:LANSETTINGS|Настройки локальной сети
GUI:FIREWALLSETTINGS|Настройка брандмауэра Интернет
GUI:FIREWALLSENDDELAY|Задержка
GUI:PORTNUMBER|Номер порта
STT:MULTIOPTPORTNUMBER|Редактировать Ваш номер локального порта (только для опытных).
STT:MULTIOPTSENDDELAY|Другие игроки ждут перед отправкой к Вам (только для опытных).
TXT_FIREWALL_SETTINGS_WARNING1|Warning: \n The 'Send delay' option is only required for a very limited number of firewalls and may cause connection problems if used unnecessarily.
TXT_FIREWALL_SETTINGS_WARNING2|Warning: \n Specifying a local port number requires your firewall to be configured with static forwarding rules. \n Most firewalls and NATs are supported automatically without changing this value.
TXT_PORT_NUMBER_ERROR|Номер порта должен быть от 0 до 65535
GUI:MAPTRANSFER|Передача карты...
STT:PLAYERSIDEYURICOUNTRY|Сторона Юрия уникальна.
GUI:PAGEBUTTON|Страничка
STT:WOLPAGEBUTTON|Страничка пользователя
GUI:PLAYERSORTCLAN|Клан
STT:WOLPLAYERSORTCLAN|Сортировать список игроков по клану
GUI:PLAYERSORTRANK|Звание
GUI:PLAYERSORTALPHA|Алфавит
STT:WOLPLAYERSORTRANK|Сортировать список игроков по званию
STT:WOLPLAYERSORTALPHA|Сортировать список игроков в алфавитном порядке
GUI:GAMESORTPING|Задержка
STT:WOLGAMESORTPING|Сортировать список игр по качеству связи
GUI:GAMESORTALPHA|Алфавит
STT:WOLGAMESORTALPHA|Сортировать список игр в алфавитном порядке
GUI:GAMESORTRESLOCK|Разрешение/Наблюдатель
STT:WOLGAMESORTRESLOCK|Sort games according to the observer and resolution lock options
GUI:GAMESORTPASSWORD|Пароль
STT:WOLGAMESORTPASSWORD|Сортировка игр по наличию пароля
GUI:GAMESORTGAMETYPE|Тип игры
STT:WOLGAMESORTGAMETYPE|Сортировать игры по типу
GUI:QUICKCOOP|Быстрая совместная игра
STT:QUICKCOOP|Автоматическая настройка совместной игры
GUI:OBSRANK|Звание %s
GUI:OBSKILLS|%s уничтожено
GUI:OBSUNITS|%s б. единиц
GUI:OBSCREDITS|$%s
TXT_NAT_NO_PREVIEW|Просмотр невозможен
TXT_DEFENSE_TAB_DESC|Переключить панель на таблицу вооружений.
TXT_INFANTRY_TAB|Выбор таблицы пехоты
TXT_INFANTRY_TAB_DESC|Переключить панель на таблицу пехоты.
TXT_UNIT_TAB|Выбор таблицы техники
TXT_UNIT_TAB_DESC|Переключить панель на таблицу техники.
GUI:UNDERPARMSGALL01MD|Вы быстро отреагировали и защитили нас от Советского Союза и Юрия. Советское вторжение в Сан-Франциско помогло помешать Юрию осуществить свои планы. Отличная работа, командир.
GUI:OVERPARMSGALL01MD|Хоть мы и помешали планам Советского Союза и Юрия, но население Сан-Франциско понесло большие потери.
GUI:UNDERPARMSGALL04MD|С помощью Вас Эйнштейн был спасен и появление Юрия здесь больше не грозит. Юрий теперь понял, что Вы являетесь реальной угрозой.
GUI:OVERPARMSGALL04MD|Вы спасли Эйнштейна, но Юрий успел вывести основные силы до уничтожения его базы.
GUI:UNDERPARMSGALL05MD|Завод Юрия по клонированию был уничтожен благодаря Вашей тактике. Отличная работа!
GUI:OVERPARMSGALL05MD|Вы уничтожили завод Юрия по клонированию, но после долгих сражений половина Сиднея была разрушена.
GUI:PARTITLESOV01MD|Ваше звание: Старшина
GUI:PARTITLESOV02MD|Ваше звание: Младший Лейтенант
GUI:PARTITLESOV03MD|Ваше звание: Старший Лейтенант
GUI:UNDERPARMSGSOV04MD|Генсек Романов был найден и успешно эвакуирован благодаря тому, что Вы быстро и решительно уничтожили базу Юрия.
GUI:OVERPARMSGSOV04MD|Генсек Романов был найден и эвакуирован. Но он недоволен тем, что вы так долго занимались его спасением.
GUI:PARTITLESOV04MD|Ваше звание: Капитан
GUI:PARTITLESOV05MD|Ваше звание: Майор
GUI:UNDERPARMSGSOV06MD|Вы перемещались так быстро, что Юрий не смог ничего предпринять для сохранения своего присутствия на луне. Луна теперь является частью Советского Союза.
GUI:OVERPARMSGSOV06MD|Лунная база Юрия была уничтожена. Поздравляем, генерал.
GUI:PARTITLESOV06MD|Ваше звание: Подполковник
GUI:PARTITLESOV07MD|Ваше звание: Полковник
GUI:UNDERPARMSGALL02MD|Отличная работа, командир. Ваши быстрые действия свели к минимуму потери среди гражданского населения и лишили Юрия важного источника финансов его планов. Голливудские режиссеры уже договариваются на экранизацию Вашей жизни.
GUI:OVERPARMSGALL02MD|Юрий потерял важный источник финансов, но население Лос-Анджелеса также понесло немалые потери.
GUI:UNDERPARMSGALL03MD|План Юрия по терроризированию города Сиэтл был сорван. Ваша быстрая реакция предотвратила крупные потери среди гражданского населения. Юрию придется искать новый источник финансирования своей армии.
GUI:OVERPARMSGALL03MD|Хоть Юрий и был выброшен из Сиэтла, город заплатил огромную цену за Вашу победу. Сиетл частично в радиоактивных руинах и рынок ПО долго будет оправлятся от удара.
GUI:UNDERPARMSGALL06MD|Юрий никогда не имел шанса. Мировые лидеры в безопасности и Юрий покинул Лондон. Отличная работа, генерал.
GUI:OVERPARMSGALL06MD|День выигран... но какой ценой? Мировые лидеры испугались за свою жизнь во время битвы и унесли ноги при первой возможности. Договор в силе... пока.
GUI:UNDERPARMSGALL07MD|Весь мир теперь узнал своего освободителя - Вас, командир. Ваши портреты появились во всем мире и в Вашу честь был объявлен международный праздник.
GUI:OVERPARMSGALL07MD|Мир никогда не знал такой близости к полному разрушению. Будем надеяться, что мы уничтожили последний клон Юрия.
GUI:UNDERPARMSGSOV01MD|Вы уничтожили психический подчинитель до того как Юрий им воспользовался. Юрий теперь не помешает нашим планам.
GUI:OVERPARMSGSOV01MD|Психический подчинитель был уничтожен... но Юрий теперь знает о наших планах.
GUI:UNDERPARMSGSOV03MD|Психический подчинитель был уничтожен и Союзники верят, что мы боремся за общее благо. Вот, дураки.
GUI:OVERPARMSGSOV03MD|Этот психический подчинитель был нейтрализован, но я сомневаюсь, что Союзники согласятся вновь с нами сотрудничать.
GUI:UNDERPARMSGSOV05MD|Ваша быстрая атака сохранила этот секретный остров в тайне навечно. Все войска Юрия отступают. Поднажмите, генерал -- Нанесите поражение Юрию!
GUI:OVERPARMSGSOV05MD|Подлодки Юрия больше не представляют угрозы, но Вы дали Юрию время для создания нового плана.
GUI:PARTITLEALL14|Ваше звание: Главнокомандующий
GUI:YURIWEBSITE|Сообщество
GUI:STARTPOSITION|Начало
GUI:TEAM|Команда
GUI:NONEASSYMBOLS|---
GUI:FILTERBUDDIES|Показывать сообщения только от друзей.
GUI:FILTERCLAN|Показывать сообщения только от членов клана.
GUI:MATCHSAMERES|Разрешение экрана опонентов в матче.
GUI:WELCOMEUPDATE|Профиль последний раз обновлялся %s в %s.
GUI:MATCHING|Играется матч
STT:MAINBUTTONYURIWEBSITE|Страничка игры Красная угроза 2: Месть Юрия
STT:HOSTCOMBOSTART|Начальное местоположение игрока.
STT:HOSTCOMBOTEAM|Команда игрока.
STT:GUESTCOMBOSTART|Начальное местоположение игрока.
STT:GUESTCOMBOTEAM|Команда игрока.
STT:WELCOMEUPDATE|Время, когда этот профиль последний раз был обновлен.
STT:MATCHSAMERES|Only match with players using the same screen resolution as you.
GUI:AUTOLOGINQUERYTITLE|Автоматический вход
GUI:FINDSTATUS|Статус
STT:WOLOPTIONFILTERCLAN|Отметить для показывания сообщения только от членов клана
STT:WOLOPTIONFILTERBUDDIES|Отметить для показывания сообщения только от друзей
TXT_FINDPAGE_NOT_ONLINE|Not Online
TXT_FINDPAGE_NOT_IN_CHANNEL|Not in channel
TXT_FINDPAGE_FIND_DISABLED|Find Disabled
GUI:UNDERPARMSGSOV02MD|Ваша быстрая атака на лабораторию Эйнштейна и уничтожение Хроносферы гарантирует, что советский народ выйдет победителем в этой войне. Войска Союзников уже отступают со всех направлений фронта.
GUI:OVERPARMSGSOV02MD|Хотя Хроносфера была уничтжена, Эйнштейну удалось скрыться с его исследованиями и чертежами, что позволит сохраниться проекту Хроносферы.
GUI:UNDERPARMSGSOV07MD|Свирепость Вашей атаки и гениальной тактики поразили Юрия. Теперь он устранен раз и навсегда.
GUI:OVERPARMSGSOV07MD|Хотя битва была очень долгой, но Вы полностью освободили мир от Юрия.
GUI:PARTITLESOV08MD|Ваше звание: Маршал Советского Союза
GUI:TEAMGAME|Командный союз
STT:MODETEAMGAME|В 'командном союзе' игроки должны выбрать места рядом со своими союзниками.
GUI:TEAMSELECTION|Выбор команды.
GUI:STARTSELECTION|Выбор начального местоположения.
THEME:BRAINFREEZE|Brain Freeze
THEME:DROK|Drok
THEME:DECEIVER|Deceiver
THEME:PHATATTACK|Phat Attack
GUI:TRADEMARKTOP|Command & Conquer является торговой маркой
GUI:TRADEMARKBOTTOM|Electronic Arts Inc. на территории США и/или других стран.
TXT_CANNOT_ALLY|Для начала игры необходимо больше одной команды!
STT:MAINBUTTONEXITGAMEMD|Выйти из игры Красная угроза 2: Месть Юрия.
THEME:DEFENDTHEBASE|Defend the Base
THEME:TACTICS|Tactics
THEME:TRANCELVANIA|Trance L. Vania
THEME:BULLYKIT|Bully Kit
TXT_AWAY_LOADING|The user you just paged is loading a map and is unable to reply to pages.
TXT_AWAY_QUICKMATCH|The user you just paged is in quickmatch and is unable to reply to pages.
TXT_AWAY_SCORESCREEN|The user you just paged is at a score screen and is unable to reply to pages.
GUI:NEXTMISSION|Следующая миссия:
GUI:PREVIOUSMISSION|Предыдущая миссия
TXT_HOW_TO_REPLY|Press the page user button (u by default) to reply to the message you just received.
GUI:PLAYERLEFTCOOP|%s покинул(а) совместную кампанию.
GUI:BADGESOFHONOR|Badges of Honor
STT:BADGESOFHONOR|Medals awarded for command excellence.
GUI:CLAN|Клан
GUI:NEWS|Новости
STT:WOLCLAN|Go to the Battleclan Manager.
STT:WOLTOURNAMENT|View tournament rankings.
STT:WOLNEWS|Узнать последние новости о игре Красная угроза 2: Месть Юрия.
STT:ALLIEDCAMPAIGNICON|Щелкните по иконке Союзников для начала кампании Союзников.
STT:SOVIETCAMPAIGNICON|Щелкните по иконке Советского Союза для начала советской кампании.
MSG:DOMINATORACTIVE|Пси-Доминатор уже активирован. Активация отменена.
TXT_INSERT_CD_DIALOG|Пожалуйста, вставьте компакт-диск Красная угроза 2: Месть Юрия
LETTER_A|A
LETTER_B|B
LETTER_C|C
LETTER_D|D
LETTER_E|E
LETTER_F|F
LETTER_G|G
LETTER_H|H
STT:MAINBUTTONEXITGAMEMO|Выйти из Mental Omega.
GUI:PLAYMISSION|Начать
NAME:TEMPERATE|Temperate
NAME:SNOW|Snow
NAME:URBAN|Urban
NAME:GENERAL|Yuri's Revenge -- Official Rules of Engagement
NAME:BRITISH|Great Britain
NAME:FRENCH|France
NAME:GERMANS|Germany
NAME:AMERICANS|America
NAME:ALLIANCE|Korea
NAME:RUSSIANS|Russia
NAME:CONFEDERATION|Cuba
NAME:AFRICANS|Libya
NAME:ARABS|Iraq
NAME:SPECIAL|JP
NAME:NEUTRAL|Civilian
NAME:E1|GI
NAME:SNIPE|Sniper
NAME:FLAKT|Flak Trooper
NAME:E2|Conscript
NAME:SHK|Tesla Trooper
NAME:ENGINEER|Engineer
NAME:JUMPJET|Rocketeer
NAME:GHOST|SEAL
NAME:TANYA|Tanya
NAME:YURI|Yuri
NAME:IVAN|Crazy Ivan
NAME:DESO|Desolator
NAME:CLEG|Chrono Legionnaire
NAME:DOG|Attack Dog
NAME:CIV1|Civilian
NAME:CIV2|Civilian
NAME:CIV3|Civilian
NAME:COW|Cow
NAME:CTECH|Technician
NAME:WEEDGUY|Chem Spray Infantry
NAME:SPY|Spy
NAME:TERROR|Terrorist
NAME:CCOMAND|Chrono Commando
NAME:PTROOP|Psi-Corps Trooper
NAME:CIVAN|Chrono Ivan
NAME:YURIPR|Yuri Prime
NAME:HVR|Hover Monkey
NAME:APOC|Apocalypse
NAME:DTRUCK|Demolition Truck
NAME:TRUCKA|Truck
NAME:TRUCKB|Truck (loaded)
NAME:SUB|Typhoon Attack Sub
NAME:DLPH|Dolphin
NAME:AEGIS|Aegis Cruiser
NAME:CARRIER|Aircraft Carrier
NAME:CARRIERB|Aircraft Carrier Nimitz
NAME:DRED|Dreadnought
NAME:DREDB|Dreadnought +3
NAME:HYD|Sea Scorpion
NAME:DEST|Destroyer
NAME:V3|V3 Launcher
NAME:DRON|Terror Drone
NAME:SQD|Giant Squid
NAME:HORV|War Miner
NAME:HARV|War Miner
NAME:CMON|Chrono Miner(noback)
NAME:CMIN|Chrono Miner
NAME:AMCV|Allied Construction Vehicle
NAME:SMCV|Soviet Construction Vehicle
NAME:LCRF|Amphibious Transport
NAME:HTK|Flak Track
NAME:BUS|School Bus
NAME:LOCOMOTIVE|Locomotive
NAME:TRAINCAR|Train Car
NAME:CARGOCAR|Cargo Car
NAME:PICK|Pickup Truck
NAME:CAR|Automobile
NAME:WINI|Recreational Vehicle
NAME:HTNK|Rhino Heavy Tank
NAME:LTNK|Light Tank
NAME:MTNK|Grizzly Battle Tank
NAME:MGTK|Mirage Tank
NAME:FV|IFV
NAME:TNKD|Tank Destroyer
NAME:HOWI|Howitzer
NAME:SAPC|Amphibious Transport
NAME:TTNK|Tesla Tank
NAME:SREF|Prism Tank
NAME:XCOMET|Placeholder
NAME:ORCA|Harrier
NAME:BEAGLE|Black Eagle
NAME:ORCATRAN|Black Oops Transport BAD VERSION
NAME:HIND|Hind Transport
NAME:TRNSPORT|Carryall
NAME:SHAD|NightHawk Transport
NAME:ZEP|Kirov Airship
NAME:HORNET|Hornet
NAME:DMISL|Missile
NAME:ASW|Osprey
NAME:V3ROCKET|V3 Rocket
NAME:APACHE|Harpy
NAME:PDPLANE|Cargo Plane
NAME:GATECH|Allied Battle Lab
NAME:GAWEAP|Allied War Factory
NAME:NAWEAP|Soviet War Factory
NAME:GACNST|Allied Construction Yard
NAME:NACNST|Soviet Construction Yard
NAME:GADPSA|Deployed Sensor Array
NAME:GAICBM|Deployed ICBM
NAME:GATICK|Deployed Tick Tank
NAME:GAARTY|Deployed Artillery
NAME:GAREFN|Allied Ore Refinery
NAME:NAREFN|Soviet Ore Refinery
NAME:GASILO|Silo
NAME:GAYARD|Allied Shipyard
NAME:NAYARD|Soviet Shipyard
NAME:GAAIRC|Air Force Command Headquarters
NAME:GAHPAD|Airfield
NAME:NAHPAD|Helipad
NAME:GARADR|Command Center
NAME:GASPYSAT|SpySat Uplink
NAME:GAGAP|Gap Generator
NAME:NASTLH|Stealth Generator
NAME:GAPOWR|Power Plant
NAME:NAPOWR|Tesla Reactor
NAME:NAAPWR|Advanced Power Plant
NAME:NATECH|Soviet Battle Lab
NAME:NAHAND|Soviet Barracks
NAME:GAOREP|Ore Purifier
NAME:NACLON|Cloning Vats
NAME:GAPILE|Allied Barracks
NAME:GADEPT|Allied Repair Depot
NAME:GAPAVE|Pavement
NAME:GAGREEN|Green Building
NAME:GASAND|Sandbags
NAME:GAWALL|Allied Wall
NAME:GAFWLL|French Wall
NAME:NAWALL|Soviet Wall
NAME:CABHUT|Bridge Repair Hut
NAME:NAPULS|EMP Cannon
NAME:GACTWR|Component Tower
NAME:GAKODK|Kodiak
NAME:NAIRON|Iron Curtain Device
NAME:GAWEAT|Weather Controller
NAME:GACSPH|Chrono Sphere
NAME:GADUMY|Chrono Sphere
NAME:NARADR|Radar Tower
NAME:NAPSIS|Psychic Sensor
NAME:NAWAST|Waste Facility
NAME:TESLA|Tesla Coil
NAME:ATESLA|Prism Tower
NAME:NAMISL|Nuclear Missile Silo
NAME:GAVULC|Vulcan Cannon
NAME:GAROCK|RPG Upgrade
NAME:GACSAM|SAM Upgrade
NAME:GAPOWRUP|Power Turbine
NAME:GAPLUG1|Threat Rating Node
NAME:GAPLUG2|Seeker Control
NAME:GAPLUG3|Ion Cannon Uplink
NAME:GAFIRE|Fire Storm Generator
NAME:NAPOST|Laser Fence Post
NAME:NAFNCE|Laser Fence Section
NAME:NALASR|Sentry Gun
NAME:GAPILL|Pill Box
NAME:NASAM|Patriot Missile
NAME:GAFSDF|Firestorm Wall Section
NAME:ABAN01|WS Logging Company
NAME:ABAN02|Panullo Hacienda
NAME:ABAN03|Abandoned Factory
NAME:ABAN04|City Hall
NAME:ABAN05|Hunting Lodge
NAME:ABAN06|Local Inn & Lodging
NAME:ABAN07|Church
NAME:ABAN08|Abandoned Wharehouse
NAME:ABAN09|Tall's Residence
NAME:ABAN10|Denzil's Last Chance Motel
NAME:ABAN11|Miele Manor
NAME:ABAN12|Kettler's Place
NAME:ABAN13|Long's Home
NAME:ABAN14|Local Store
NAME:ABAN15|Adam's House
NAME:ABAN16|Gas Station
NAME:ABAN17|Gas Pumps
NAME:ABAN18|Gas Station Sign
NAME:CA0001|Rade's Roadhouse
NAME:CA0002|Sandberg and Son's
NAME:CA0003|Temp Housing
NAME:CA0004|Waystation
NAME:CA0005|Ferbie's 4 Sale
NAME:CA0006|Deluxe Accomodations
NAME:CA0007|Field Generator
NAME:CA0008|Subterranean Dwelling
NAME:CA0009|Subterranean Dwelling
NAME:CA0010|Leary Traveller Inn
NAME:CA0011|Water Tank
NAME:CA0012|Greenhouse
NAME:CA0013|Water Purifier
NAME:CA0014|Observation Tower
NAME:CA0015|Port-A-Shack
NAME:CA0016|Port-A-Shack Deluxe
NAME:CA0017|Energy Transformer
NAME:CA0018|Solar Panel
NAME:CA0019|Solar Panel
NAME:CA0020|Solar Panel
NAME:CA0021|Solar Panel
NAME:GAOLDCC1|Old Construction Yard
NAME:GAOLDCC2|Old Temple
NAME:GAOLDCC3|Old Weapons Factory
NAME:GAOLDCC4|Old Refinery
NAME:GAOLDCC5|Old Advanced Power Plant
NAME:GAOLDCC6|Old Silos
NAME:CAOUTP|Tech Outpost
NAME:CATHOSP|Tech Hospital
NAME:CAHOSP|Civilian Hospital
NAME:CAAIRP|Tech Airport
NAME:CAOILD|Tech Oil Derrick
NAME:CAARMR|Civilian Armory
NAME:CAPYR01|Pyramid
NAME:CAPYR02|Pyramid
NAME:CAPYR03|Pyramid
NAME:CAARAY|Civilian Array
NAME:GASPOT|Light Tower
NAME:CITY01|Connelly Court Apts.
NAME:CITY02|Lightner's Luxury Suites
NAME:CITY03|Office Building
NAME:CITY04|Westwood Stock Exchange
NAME:CITY05|Daily Sun Times
NAME:CITY06|YEO-CA Cola Corp.
NAME:CITY07|Urban Housing
NAME:CITY08|Yee's Discount Liquor
NAME:CITY09|Abandoned Warehouse
NAME:CITY10|Urban Storefront
NAME:CITY11|Ambrose Lounge
NAME:CITY12|Bostic Tower
NAME:CITY13|Hewitt Hair Salon
NAME:CITY14|Business Offices
NAME:CITY15|2nd National Bank
NAME:CITY16|Highrise Hotel
NAME:CITY17|The Projects
NAME:CITY18|Archer Asylum
NAME:CITY19|Fill'er Up-Pump'N'Go
NAME:CITY20|Gas Pump
NAME:CITY21|Gas Station Sign
NAME:CITY22|Church
NAME:CTVEGA|Vega's Pyramid
NAME:BBOARD01|Eat at Rade's Roadhouse
NAME:BBOARD02|Drink YEO-CA Cola!
NAME:BBOARD03|Hamburgers $.99
NAME:BBOARD04|Visit Scenic Las Vegas
NAME:BBOARD05|Rooms $29 a nite
NAME:BBOARD06|Warhouse
NAME:BBOARD07|Alkaline's Battery Superstore
NAME:BBOARD08|Alex-gators petshop just ahead!
NAME:BBOARD09|TacticX games rock!
NAME:BBOARD10|WW Surf and Turf hits the spot!
NAME:BBOARD11|Only 11 miles to Zydeko's cafe!
NAME:BBOARD12|No escape from Archer's Asylum!
NAME:BBOARD13|Stop in at Hewitt's hair salon
NAME:BBOARD14|Billy Bob's Harvester school
NAME:BBOARD15|Pannullo's hacienda es bueno
NAME:CTDAM|Dam
NAME:CAPARS01|Paris Tower
NAME:CACITY01|Building
NAME:CACITY02|Building
NAME:CACITY03|Building
NAME:CACITY04|Building
NAME:CANEWY01|Building
NAME:CANEWY04|Statue of Liberty
NAME:CANEWY05|World Trade Center
NAME:CASWST01|Building
NAME:CATECH01|Communications Center
NAME:CATEXS01|Building
NAME:CATEXS02|Alamo
NAME:CAWASH01|White House
NAME:CAFARM01|Farm
NAME:CAFARM02|Farm Silo
NAME:CALIT01E|Light
NAME:CALIT01N|Light
NAME:CALIT01S|Light
NAME:CALIT01W|Light
NAME:CAMISC01|Barrels
NAME:CAMISC02|Barrel
NAME:CAMISC03|Dumpster
NAME:CAMISC04|Mailbox
NAME:CAPOL01E|Telephone Pole
NAME:CAPOL01N|Telephone Pole
NAME:CAPOL01S|Telephone Pole
NAME:CAPOL01W|Telephone Pole
NAME:AMMOCRAT|Ammo Crate
NAME:GTGCAN|Grand Cannon
NAME:NANRCT|Nuclear Reactor
NAME:NAFLAK|Flak Cannon
NAME:CAWSH12|Washington Monument
NAME:NUKE|Nuclear Missile
NAME:ION|Ion Cannon
NAME:IRON|Iron Curtain
NAME:STORM|Weather Storm
NAME:CHRONO|Chronosphere
NAME:CHRONO2|Chrono Stage Two
NAME:PARA|Paradrop
NAME:ALLIGATOR|Alligator
NAME:NADEPT|Soviet Repair Depot
NAME:CAWASH05|Building
NAME:CAWASH04|Building
NAME:CAWASH03|Building
NAME:CAWASH07|Building
NAME:CAWASH11|Building
NAME:CAWASH12|Washington Monument
NAME:CAWASH08|Building
NAME:CAWSH08|Building
NAME:CAWSH09|Building
NAME:CAWASH10|Building
NAME:CAWSH10|Building
NAME:CAWASH13|Building
NAME:CAEUR1|Cottage
NAME:CAEUR2|Cottage
NAME:CAMIAM02|Hotel
NAME:CAPRS03|Generic World-Famous Museum
NAME:CANWY05|Building
NAME:CAEUR04|Building
NAME:CAMEX01|Mayan Pyramid
NAME:MAYAN|Mayan Pyramid
NAME:CANEWY06|Building
NAME:CANEWY07|Building
NAME:CANEWY08|Building
NAME:CAPARS02|Building
NAME:CAPARS08|Building
NAME:CAPARS09|Building
NAME:CARUS03|Kremlin
NAME:CANEWY10|Building
NAME:CANEWY11|Building
NAME:CANEWY12|Building
NAME:CANEWY13|Building
NAME:CANEWY14|Building
NAME:CANEWY15|Building
NAME:CANEWY16|Building
NAME:CANEWY17|Building
NAME:CANEWY18|Building
NAME:CAPRS04|Building
NAME:CAPRS05|Building
NAME:CAPRS06|Building
NAME:CAPRS07|Phone Booth
NAME:CAWASH15|Lincoln Memorial
NAME:CAPARS10|Building
NAME:CAPARS13|Building
NAME:CAPARS14|Building
NAME:CAGAS01|Gas Station
NAME:CAPARS11|Paris Arch of Winning
NAME:CAPARS12|Cathedral
NAME:CAFARM06|Light House
NAME:CAMIAM04|Lifeguard
NAME:NAPSYB|Psychic Beacon
NAME:NAPSYA|Psychic Amplifier
NAME:CAIND01|Factory
NAME:CACOLO01|Air Force Academy Chapel
NAME:CANWY09|Building
NAME:CANWY22|Building
NAME:CANWY23|Building
NAME:CANWY24|Building
NAME:CANWY25|Building
NAME:CANWY26|Building
NAME:CATEXS03|Building
NAME:CATEXS04|Building
NAME:CATEXS05|Building
NAME:CACHIG04|Chicago Associates Center
NAME:CAMIAM03|Hotel
NAME:CAMIAM01|Hotel
NAME:CARUS07|Red Square
NAME:CATEXS06|Office Building
NAME:CATEXS07|Office Building
NAME:CATEXS08|Office Building
NAME:CACHIG01|Building
NAME:CACHIG02|Building
NAME:CACHIG03|Building
NAME:CAWASH16|Smithsonian Castle
NAME:CAWASH17|Smithsonian Natural History Museum
NAME:CACHIG05|Sears Tower
NAME:CAWASH19|Iwo Jima Victory Monument
NAME:CANEWY20|Warehouse
NAME:CARUS04|Building
NAME:CARUS05|Building
NAME:CARUS06|Building
NAME:CAMSC01|Mr. Yummy's Hot Dogs!
NAME:CAMSC02|Umbrellas
NAME:CAMSC04|Beach Towels
NAME:CAMSC06|Camp Fire
NAME:CAMSC07|Hut
NAME:CAWASH18|Fountain
NAME:CAEURO05|Statue
NAME:CAPARK01|Park Bench
NAME:CAPARK02|Swing Set
NAME:CAPARK03|Merry-Go-Round
NAME:CAHSE02|House
NAME:CAHSE03|House
NAME:CAHSE04|House
NAME:CASTL01|Building
NAME:CASTL02|Building
NAME:CASTL03|Building
NAME:CASTL04|Arch
NAME:CAHSE05|Mobile Home
NAME:CAHSE06|Mobile Home
NAME:CAMIAM05|Hotel
NAME:CAMIAM06|Hotel
NAME:CAMIAM07|Hotel
NAME:CAARMY01|Army Tents
NAME:CAUSFGL|US Flag
NAME:CAGARD01|Guard Shack
NAME:CARUS01|St. Basil's Cathedral
NAME:CAFRMA|Farm House
NAME:CAFRMB|Outhouse
NAME:CAHSE01|House
NAME:CAWT01|Water Tower
NAME:CATS01|Grain Silo
NAME:CABARN02|Barn
NAME:CAWA2A|Pentagon
NAME:ALL01|Operation: Lone Guardian
NAME:ALL02|Operation: Eagle Dawn
NAME:ALL03|Operation: Hail to the Chief
NAME:ALL04|Operation: Last Chance
NAME:ALL05|Operation: Dark Night
NAME:ALL06|Operation: Liberty
NAME:ALL07|Operation: Deep Sea
NAME:ALL08|Operation: Free Gateway
NAME:ALL09|Operation: Sun Temple
NAME:ALL10|Operation: Mirage
NAME:ALL11|Operation: Fallout
NAME:ALL12|Operation: Chrono Storm
NAME:SOV01|Operation: Red Dawn
NAME:SOV02|Operation: Hostile Shore
NAME:SOV03|Operation: Big Apple
NAME:SOV04|Operation: Home Front
NAME:SOV05|Operation: City of Lights
NAME:SOV06|Operation: Sub-Divide
NAME:SOV07|Operation: Chrono Defense
NAME:SOV08|Operation: Desecration
NAME:SOV09|Operation: The Fox and the Hound
NAME:SOV10|Operation: Weathered Alliance
NAME:SOV11|Operation: Red Revolution
NAME:SOV12|Operation: Polar Storm
NAME:TRN01|Boot Camp - Day 1
NAME:TRN02|Boot Camp - Day 2
NAME:TEXAS_DMZ|Texas DMZ
NAME:EUROPEAN_THEATER|European Theater
NAME:GUARDIANS_OF_THE_EAST|Guardians of the East
NAME:AFRICAN_WARLORDS|African Warlords
NAME:RED_STORM|Red Storm
NAME:CONA|Excavator
NAME:CAWSH14|Jefferson Memorial
NAME:VLADBOAT|Vladimir's Command Ship
NAME:PIGCAR|Police Car
NAME:PRES|President
NAME:CAMISC06|V3 Ammunition
NAME:TAXI|Taxi
NAME:CRUISESHIP|Cruise Ship
NAME:PROPA|Propaganda Truck
NAME:LIMO|Limousine
NAME:CDEST|Coast Guard Boat
NAME:TUGBOAT|Tug Boat
NAME:GATE1|Gate
NAME:CAMIAM08|Arizona Memorial
NAME:CAMISC12|Practice Target
NAME:CAMISC13|Derelict Tank
NAME:CASTL05|Stadium
NAME:CUBANFLAG|Cuban Flag
NAME:RUSSIANFLAG|Russian Flag
NAME:FRENCHFLAG|French Flag
NAME:IRAQFLAG|Iraqi Flag
NAME:KOREAFLAG|Korean Flag
NAME:LYBIAFLAG|Lybian Flag
NAME:GERMANFLAG|German Flag
NAME:UKFLAG|British Flag
NAME:POLISHFLAG|Polish Flag
NAME:MAYANRUINS|Mayan Ruins
NAME:MAYANTEMPLE|Mayan Temple
NAME:CAMISC05|Pipes
NAME:CAMISC11|Tires
NAME:CAMSC10|McBurger Kong
NAME:SECRETSERVICE|Secret Service
NAME:EINSTEINLAB|Einstein's Laboratory
NAME:CABANA|Cabana Bar
NAME:PCOMMANDO|Psi Commando
NAME:TOURNEY1|Official Tournament Map (2)
NAME:TOURNEY2|Official Tournament Map (4)
NAME:TOURNEY3|Official Tournament Map (8)
NAME:POLARBEAR|Polar Bear
